content,score,Label
"Maaf nih kasih bintang 1 aja. Terima kasih sebelumnya sudah di acc paylater saya padahal baru 2 kali beli tiket dan pesan hotel. Tapi kenapa ya limitnya ga bisa di gunakan padahal udah tinggal pembayaran, kok ga bisa digunakan limit paylaternya? dimohon tanggapannya cs?",4,Positif
mohon untuk pihak apk.. Akun istri saya tertahan dikarena kan email yg ditautkan sudah tidak aktif.... Gimana solusinya..? Sedangkan baru isi saldo.. Mohon ditindak lanjuti,1,Negatif
"Mudah digunakan dan sering ada diskon penerbangan nya, tips mudah utk travelling ya Traveloka",5,Positif
"Sudah 2x isi saldo gara2 lypa bukan dari aplikasi traveloka, Saldo tdk masuk, dan tdk tahu uang nya masuk kemana??? Padahal sudah ke debet.",1,Negatif
"Sangat buruk pelayanan. Mengecewakan. Ini nama nya penipunan. Merugikan!! Sudah booking tiket pesawat dari jauh"" Hari. Malah di batalkan alasan dari maskapai. Kalo memang tidak ada jadwal dari maskapainya untuk penerbangan , ngapain di jual tiket nya.? Mau Refund tiket nya. Dana nya pun kembali lama kali. Di suruh Reschedule menghubungi maskapai nya. Sudah 2 Hari di Hubungi pulsa sudah habis 100k tidak juga bisa"". Jadi mana pertanggung jawaban dari travoloka Nya,!? Sangat mengejewakan.",1,Negatif
"Saya melakukan pembayaran traveloka paylater card (bri) melalui traveloka tapi tidak diteruskan ke bank penyedia, sehingga saya mendapatkan denda. Tapi sudah lebih dari 3 bulan denda tidak kunjung di ganti oleh traveloka. Jangan pernah gunakan traveloka untuk membayar tagihan!",1,Negatif
"balikin uang refund saya !!!! kan kesalahan di maskapai dan traveloka, kenapa uang saya yang dipersulit ,???? sepertinya pelayanan traveloka menurun ...atau bnyak karyawan yang korupsi ???",1,Negatif
Semakin system' di upgrade semakin bagus kedepannya.Maju terus Traveloka.,5,Positif
"mantap pilihan hotel banyak harga kompetitif,Trims Traveloka",5,Positif
"Baca ulasan orang yg kecewa sama traveloka.... padahal sy pengguna traveloka sejak 4 thn yg lalu. Alhamdulillah berjalan lancar tanpa kendala... dari tiket pesawat, hotel dan tempat hiburan. Trima kasih traveloka... jaga kepercayaan kami ya",5,Positif
metode isi e-walletnya yg lebih susah kek!!! gampang banget sampe pengen gue banting,2,Negatif
"saya beli tiket pesawat dan di batalkan oleh maskapai terus saya reschedule sudah membayar biaya tambahan dan menunggu berjam jam sampai saya tlp callcenter traveloka pun status pesanan saya masih gak jelas , sudah 2 kali tlp callcenter traveloka tp penanganan lambat sekali , sangat di sayangkan ,mengecewakan",1,Negatif
"Berharap instal apk ini supaya bisa daftar paylater nya, ternyata sama saja dengan keluhan yg lain stuck di alamat.",1,Negatif
Mana permasalahan sy yg sudah dilaporkan beberapa waktu lalu tdk ada kejelasan.malah sy ada tagihan.sy laporkan lagi jawabannya selalu minta email dan nomor telepon sy.makin gak jelas aja,1,Negatif
Mantap... Pelayanan sangat bagus.. Sukses terus buat traveloka..,5,Positif
"Kok nyesal yah sama perhitungan traveloka d paylater. Saya kan refund penuh masa tetap ada tagihan bulanan. Trus hitungan nya saya nyumbang gitu ke traveloka. Ribetin ae, yakali bunga tetap ditagih padahal mau refund. Dasar rakus!!!Ini saya edit karena pengalaman barusan. Sumpah saya pengguna hampir 4 tahun nyesal langsung sama traveloka. Gak bakal gw pake lagi demi apapun!!",1,Negatif
"hampir 5 tahun setia pake traveloka,sangat2 membantu perjalanan kami sekeluarga,mdh2n tambah banyak fitur2 kerennya dan bonus2 poinnya dibanyakin lg,hehe",5,Positif
Sangat mudah dan membantu... Dan semuanya lancar bertransaksi,5,Positif
"Sering menggunakan aplikasi ini untuk pemesanan hotel, aman2 aja. Dan gak pernah ada kesulitan apapun dr transaksi maupun pemesanan. Yang di sayang kan cuma satu SELALU DAPAT VIEW JELEK , SELALU VIEW NYA TEMBOK, PADAHAL HOTEL YG DIPESAN JUGA GAK MURAH. Dan gak bakal di upgradelah krena ulasan setelah upgrade kok jelek2. Jd takut untuk upgrade.",3,Netral
"Udah lama bgt pake aplikasi ini, tp setelah update jd ribet. Pembayaran ga bisa"" Terus, sudah dua hari ini coba lagi"" Tetep aja gabisa. Menghubungi CS minta screenshot sedangkan aplikasi sudah ngga mengijinkan screenshot, di video tangkapan layarpun cuma item. Padahal sudah sering pakai sebelumnya bagus & memuaskan. Kenapa traveloka sekarang jd begini? Sangat disayangkan.",1,Negatif
"barusan pesan vila pake aplikasi traveloka pas uda dibayar dan uda dapet bukti pemesanan, booking voucher, kok tiba² diberitahu kalo close terus uda dipesen sama orang dan nggak join traveloka, tapi join aplikasi lain, ini gimana bisa? kalo emang nggak join dengan traveloka kok ada di traveloka vilanya 😒😒",1,Negatif
"Sangat membantu dalam mencari tempat penginapan, tiket kereta dll. Aplikasi juga mudah untuk digunakan",5,Positif
"Payah, jadwal di aplikasi 5:30 tapi sampe jam segitu belom ada bus nya. Nyesel anjir pake ini langsung black list. Buat yang lain klo buru buru gk usah pake aplikasi ini dah. Nyesel lu pake aplikasi ini",1,Negatif
"Ga tau sering kali bermasalah pas top up saldo uangku, ketika bikin tiket malah suruh ke uangku, padahal tatanan dan tutunan liat di traveloka, minta follow up malah ga ada tanggapan solutif. Selesaiin dulu masalah tiket #20967271 ! Bukti semua terlampir tapi gak ada bantuannya. Eats di Bandung gak pada update, beli eh pas mau Redeem udah gak kerja sama lah, resto tutup. Perbaikin kek masalah masalah kaya gitu ,",1,Negatif
"Sering beli ticket bus,kereta, pesawat di traveloka kagak prnah ada kendala. Heran Kenapa banyak yg ngeluh",5,Positif
"sangat mudah, cukup dirumah aja, transaksi bisa dijalankan dengan baik... traveloka hebat",5,Positif
Terimakasih traveloka. Aplikasi UANGKU sudah bisa tersinkronisasi dengan baik sekarang. Jadi saldo saya bisa kepake,5,Positif
"Aplikasi nya tidak bagus.. Isi saldo uang di traveloka 6 jam ba tunggu tidak ada masuk"" pdahal d suruh menunggu cuman 60 menit",1,Negatif
Baru ingin download dan mencoba pesan tapi banyak tanggapan negatif auto gk jd download,1,Negatif
"akun saya 1 nya terkait sama fb sementara email fb adalah email yg udah ga pake lagi, saat mau pesan makan traveloka send verifikasi ke email jadi saldo saya ga bisa kepake",4,Positif
"Cepat prosesnya,tidak pakai ribet.lebih gampang pesan pakai traveloka donksss.terima kasih",5,Positif
"Ingin pengajuan paylater susah bngt, maufoto dokumen gagal terus, padahaludah sangat jelas tp tetep ajah gagal.",2,Negatif
"Jelek banget traveloka , udah beli tiket terus sesuka hati nya membatalkan, ketika mau di resshedule malah penerbangan tidak tersedia , Kecewa banget",1,Negatif
"order traveloka eats resto disekitaran tanjung duren. lalu dpt driver pihak ke 3 (driver Gojek) , drivernya info dan wa ke saya ksh bukti foto bahwa resto pindah sudah 1 bulan ke kebon jeruk jaraknya 3km. driver merasa keberatan krn katanya taripnya ga seberapa, jemput nya jauh, antar nya 2km. krn memang sy pesannya jarak 2km dr resto. saya ga bsa cancel. lalu driver gojeknya yg cancel sendiri. namun sayang orderan berpindah2 ke driver Gojek lainnya. pusing saya",1,Negatif
Setiap mau pesan hotel yang bisa byarsaat check in padahal ada tulisannya gitu suka susah banget,4,Positif
"Tolong di upgrad lagi masih banyak bug nya, masa mau melakukan milih merode pembayaran tidak bisa.",1,Negatif
"Kalau gak bisa ngasih paylater jangan di tulis siapaun bisa mengajukan. Hoax itu namanya,setelah data masuk lengkap,di tolak,suruh ngajukan bulan depan,mending tak hapus amplikasinya,paraaaaaaaahhhhh poooolll",1,Negatif
Waduh...tadinya mau pakai ..utk pesen hotel jadi takut ternyata ulasan banyak yang kurang puas Ayo traveloka perbaiki pelayanan nya Tingkatkan kualitas nya ya...,4,Positif
"Mempermudah cek harga tiket pesawat,lengkap dan akurat,good deh 👍👌",5,Positif
Saya sudah sering mengalami kejadian yang aneh dimana saat saya ingin membeli tiket tiba tiba saat melakukan pembayaran langsung naik dua kali lipat. Apa maksdunya itu. Untuk sementara saya menyimpulkan itu sebagai penipuan kepada konsumen,1,Negatif
"Error' terus, semua kupon ga bisa dipakai padahal belum pesan sama sekali, entah bugs atau apa , tolong dong benahin team IT ny",1,Negatif
"Traveloka macam.anjingggg,, bikin promo gk ada satupun bisa di pake, harga tiap waktu tiba"" naik, smakkin sering buka smakin naik , anjingg kalian",1,Negatif
"Ada kendala saat login ulang. Dan ternyata tidak bisa dengan alasan akun tidak terdaftar, padahal sudah lama pakai akun tersebut. Waktu mau reset password juga tidak bisa, dengan alasan yang sama. Dan cs tidak memberikan solusi apapun kecuali buat akun lagi. Tolong, akun tersebut masih punya cicilan yang harus kami bayarkan. Mohon infonya.",1,Negatif
"Kacau , aplikasi gak jelas , tolong beri kejelasan tentang refund , jangan di pending pending , jangan hanya d suruh menuggu pihak maskapai",1,Negatif
lengkap dengan fitur2 yg sangat membantu terus tingkatkan aplikasi ini,5,Positif
pelayanan call centernya sangat jelek...bentar-bentar terputus layanannya...habis pulsa 75 rb untuk ajukan komplain tapi tidak selesai juga... aplikasi sampah...malah harus nunggu 1jam....itu pun ntah apa yang terjadi nntinya...,1,Negatif
"Sangat sangat tidak puas.. !!!!! Ga akan mau lagi pake apk ini, saya booking 1 hotel dan 1 villla di garut. Di ulasan jaraknya berdampingan. Ternyata sangat jauh sampe harus ngiterin hotel. Sy mau kita upgrade 22 nya ke villa gabisa. Dr hotel bilang hub traveloka, dari traveloka bilang ke hotel whew.. Padahal banyak villa yg masih kosong. Acara keluarga jadi ga seru gara2 lokasi kamar yg sangat jauh.. !!! Bener bener KECEWA!!!!",1,Negatif
Sangat membatu dalam mencari hotel.. Sayang tdk ada opsi pertanyaan ke hotel apakah hotel tsb ada smoking room atau tidak.. Saran saya Traveloka bisa menjembatani pertanyaan2 yg bisa disampaikan ke pihak hotel.,5,Positif
"Saya sudah pengguna lama, semakin lama pelayanan yg diberikan kurang memuaskan. Ada komplain terkait jadwal penerbangan direspon lebih lama dan penggunaan paylater tidak dapat digunakan sesuai limit yg ditampilkan.",1,Negatif
"aplikasi terbaik sepanjang masa , komplain cepat tidak lama , ayo buruan pake aplikasi traveloka sekarang",5,Positif
Mau bayar paylater tdk bisa saat mau milih metode pembayaran ..,1,Negatif
"Aplikasi sudah bagus . Tapi sayang pembayaran masih terlalu ribet , mohon di tambahkan indomaret atau alfamart dan retail yg lainnya untuk memudahkan pembayaran .",5,Positif
"Sangat di sayangkan saya pesan tikat yg langsung berangkat besok tanpa ada nya penawaran pcr dari aplikasi nya,sehingga saya harus gagal terbang dan refound!!!",1,Negatif
Mengapa sulit sekali untuk upload foto identitas untuk daftar paylaternya padahal sudah sesuai dengan petunjuk pengisian fotonya.. 🤦‍♂️🤦‍♂️,4,Positif
"Beli paket smartfares, 18jun di my kupon tertulis berlaku sd 18jun 22,ternyata cm 3 bln, 1jt hangus, tidak ada pemberitahuan sebelumnya kalo mau hangus, hati2 sm aplikasi ini.",1,Negatif
"Mau bayar paylater di hari terakhir pembayaran, pas di klik malah kembali ke beranda terus, dan akhirnya lewat sehari kena denda 10rb, asem",3,Netral
"Kerennya traveloka, tidak digunakan level naik terus. Giliran di pake levelnya terus menurun. Pdhl pembayaran selalu tepat wkt. Maju terusnya 😁🙏",2,Negatif
"Aplikasi makin parah di tiket cimory dairyland puncak ditawarkan bisa reschedule dan refund tapi setelah di beli ternyata tidak tersedia refund ataupun reschedule, sudah mulai tipu-tipu, ga hanya sekali dulu hotel di Jogja tidak sesuai dengan di gambar, mohon diperbaiki lagi aplikasi nya karena sangat merugikan",1,Negatif
Udah 2 hari saya beli paket data & token listrik tapi gagal saat bayar. Sy bayar pakai saldo UANGKU tp selalu muncul kalimat pesanan anda tdk dapat diproses. Mohon pilih metode pembayaran lainnya. Padahal saldo UANGKU sy masih cukup. Baru kali ini sy kecewa sama traveloka. 😕,1,Negatif
"Beli tiket dari medan ke malang, sampai bandara tiketnya ga ada, petugas bandara bilang traveloka jual tiket yg dibatalkan, gimna sih mana ga ada pengembalian dana, saya jadi rugi plus buang buang waktu, oiya kalau bisa saya ga perlu maaf kalian saya cuma mau uang nya kembali wkwk, tapi kalau ga yaudah saya ikhlas dengn permainan kalian",1,Negatif
Aplikasi nya nyusahin pelanggan bolak balik bikin surat pernyataan ganti nomor hp tetap gak dibantu reset. Auto pindah ke tiket dot com dan Tokopedia banyak promo broo.,1,Negatif
"Mudah, efisien, efektip, cepat, tepat, opsi (pilihan) tdk terbatas, sangat lengkap, ekonomis.",5,Positif
"Masih bintang 2, masih kecewa gak konsisten dgn paylaternya hahaha, org taat sm gak taat disamaratakan intinya dia gak trust sm costumernya yg tdk pernah telat sm sekali, tinggal tunggu lunas dan bye2 traveloka.",2,Negatif
"Kenapa pembayaran melalui BNI dihilangkan. Sudah bayar tagihan via transfer B*A lama masuk, tidak tau apa berhasil atau tidak. Dimana saya bisa complain adminnya?? MENGECEWAKAN !!!",5,Positif
Tolong d setiap resto yg bekerjasama agar di berikan tempat khusus untuk para driver mengambil pesanan.. Jgn seperti ayam goreng berkah di jakrta selatan.. Tmpat parkir buat driver jauh dr resto dan msih ada beberapa resto juga yg tidak disediakan tmpat parkir...,1,Negatif
"Overall udah bagus sih, tampilan juga mantep cuman sayangnya nyari resto di traveloka eats setelah jam 10 malem ga ada atau mungkin sulit ditemukan",5,Positif
"langganan sejak 2015 silam, kemana pun travelling selalu pakai traveloka",5,Positif
Knp susah bgt ya mau order traveloka eats . Selalu gangguan sistem,3,Netral
"Jelek banget aplikasinya, pesan makanan kok nga datang. Kurirnya main selesaiin aja padahal makananya nga nyampai. Pihak traveloka juga tidak membantu",1,Negatif
"Ini aplikasi sialan, hanya karna typo ketik email di kolom pemesanan saya jadi ga bisa akses e tiket saya, sudah di konfirmasi dan saya sudah menuruti kalian untuk foto selfie dengan menuliskan surat pernyataan dan foto KTP tetep aja jawaban nya bikin emosi kalian ini pada bisa kerja ga sih????? Awas kalian ya kalau uang saya ga bisa di refund!!!!!!!!!",1,Negatif
Sangat kecewa dengan pelayanannya. Dan juga aplikasi error belum deal booking tiba2 ke Book sendiri.. hati-hati!!,1,Negatif
"Pesan tiket 2 x dan kedua nya di refund oleh maskapai, tapi malah di bebankan ke saya cicilan nya. Kalau memang maskapai yg membatalkan penerbangan ya mereka lah yg harus nya menanggung resiko, bukan dibebankan sama custumer, langsung auto hapus aplikasi, pd hl limit paylater masih ada, tapi kapok. Mendingan pindah ke aplikasi sebelah",1,Negatif
"Sangat membantu dalam melakuan perjalanan, bisa pesantiket kapan saja dimana saja dengan pilihan yg beragam",5,Positif
"Heran, skor paylater turunnya cepet banget, tapi naiknya susah banget, padahal ya bayar gak pernah telat",1,Negatif
"Respon cs yg lambat, sebelum pemesanan kode promo tercantum, tetapi nilai saldo terpotong tetap tidak berkurang.",1,Negatif
Sudah bagus tp tolong tambahkan metode membatalkan pesanan karena jika tdk ditambahkan setidaknya tolong tanggapan cust service prosesnya dipercepat.,3,Netral
"untk pemesanan dan boking hotel ny okeii la .. Pelayanan nya baik , resepsionis nya ramah2 orang nya .. 👍 Tq mb malia Saya kasih bintang 5",5,Positif
saya pesan traveloka eats.. sudah dapat driver yg konfirmasi.. ternyata restoran itu tutup sudah 2 Minggu lebih . kok bisa pesan sementara aplikasi resto di off.. dan payah nya lagi cancel aja susah alias riwet.. kasian nya lagi si driver yg ambil order saya malah di suspend..karena saya minta batalkan.. aneh sungguh keji komplotan aplikasi ini..,1,Negatif
Bikin kecewa aja Suruh daftar payleter tapi tidak disetujui.. padahal aku pemakai lama traveloka. Lama lama tidak nyaman pakai aplikasi ini...!!!!,1,Negatif
Pengen irit tapi malah nombok .. berawal dari promo pcr untuk pemesenan tiket lion air.. ternyata kesalahan traveloka harga tes pcr tidak sesuai dengan biaya promo tersebut.. akhirnya saya harus bayar 2 kali.. trus minta uang kembali ternyata harus 90 hari paling lama baru bisa balik.. udah bayar pakai kartu kredit dan bunga jalan ... apalah arti duit balik.. mengecewakan,1,Negatif
"Bermasalah terus, respon pun jelek. Teruntuk traveloka eat. Saya sangat kecewa.. 😠😠",1,Negatif
"Nyoba pake paylatter virtual. Transaksi udah berhasil cicilan 6 bulan. Di cancel gara2 barang ga ada. Ehh tagihan bulan 1 masih ditagih jg. Kesel.. di chat ga pernah jelas. Merchant lah yg belum balikin limitnya. Padahal aplikasinya dr traveloka sendiri yg nagih, merchantnya udah refund.",1,Negatif
